ID	parent	snomed_name	snomed_code	snomed_partial_code	is_direct
Ольха	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Ольха опилки	Environment	Allergy to wood dust (finding)	782552007	782552007	0
Ольха серая	Environment	Grey alder pollen (substance)	710722000	710722000	0
оперение	Environment	Allergy to feather (finding)	232348003	0	1
опилки	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Орешник	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Оса	Environment	Wasp (organism)	88030006	88030006	0
Пальма	Environment	Palm pollen (substance)	289953000	289953000	0
Памперсы	Environment	Diaper, device (physical object)	52065008	52065008	0
Папаин	Environment	Papain (substance)	5007006	5007006	0
Парусина	Environment	0	0	0	3
парфюм	Environment	Perfume contact dermatitis (disorder)	238573006	0	1
парфюмерия	Environment	Perfume contact dermatitis (disorder)	238573006	0	1
Паспалум отмеченный	Environment	Paspalum (organism)	61534005	61534005	0
Пекан	Environment	Carya pecan pollen specific diagnostic allergen extract (product)	411905007	411905007	0
Пепсин	Environment	Pepsin A (substance)	48517003	48517003	0
Первоцвет	Environment	Contact dermatitis caused by primrose (disorder)	586008	0	1
перо	Environment	Allergy to feather (finding)	232348003	0	1
Перо подушки	Environment	Allergy to feather (finding)	232348003	0	1
Перо попугая 	Environment	Parrot feathers diagnostic allergen extract (product)	411571006	411571006	0
Перо птицы	Environment	Allergy to feather (finding)	232348003	0	1
Персульфат аммония	Environment	Ammonium persulfate (substance)	255945007	255945007	0
перхоть	Environment	Allergy to animal dander (finding)	232347008	0	1
Перхоть волнистого попугайчика	Environment	Allergy to animal dander (finding)	232347008	232347008	0
Перхоть коровы	Environment	Allergy to cow dander (finding)	703935005	0	1
Перхоть кошки	Environment	Allergy to cat dander (finding)	232346004	0	1
Перхоть лошади	Environment	Allergy to horse dander (finding)	419063004	0	1
Перхоть лошади	Environment	Allergy to horse dander (finding)	419063004	0	1
Перхоть морских свинок	Environment	Allergy to guinea pig dander (finding)	703928002	0	1
Перхоть собаки	Environment	Allergy to dog dander (finding)	419271008	0	1
Перчатки	Environment	Glove, device (physical object)	52291003	52291003	0
Перья длиннохвостого попугая	Environment	Parakeet feathers specific immunoglobulin E (substance)	703046005	703046005	0
Перья зяблика	Environment	Finch feathers diagnostic allergen extract (product)	411570007	411570007	0
Перья индюка	Environment	Turkey feathers diagnostic allergen extract (product)	411613005	411613005	0
Перья канарейки	Environment	Canary feathers diagnostic allergen extract (product)	411569006	411569006	0
Перья серого попугая	Environment	Parrot feathers diagnostic allergen extract (product)	411571006	411571006	0
Пилинг	Environment	Peeling of skin (finding)	271767006	271767006	0
Пиния	Environment	Pinus (organism)	52783006	52783006	0
Пихта	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Пихта опилки	Environment	Allergy to wood dust (finding)	782552007	782552007	0
пиявки	Environment	Leech infestation (disorder)	64351000	64351000	0
Пластырь	Environment	Body tissue patch material (substance)	413676000	413676000	0
Платан западный	Environment	Platanus acerifolia specific diagnostic allergen extract (product)	411925006	411925006	0
Плевел	Environment	Lolium perenne diagnostic allergen extract (product)	411787007	411787007	0
Плесень	Environment	Allergy to mold (finding)	419474003	0	1
плесневый гриб	Environment	Allergy to mold (finding), Allergy to fungus (finding)	419474003, 703934009	419474003, 703934009	0
Подорожник	Environment	Genus Plantago (organism)	260202007	260202007	0
Подорожник ланцетолистный	Environment	Plantago lanceolata specific diagnostic allergen extract (product)	411960000	411960000	0
Подсолнечник	Environment	Helianthus annuus specific diagnostic allergen extract (product)	411953006	411953006	0
подсолнух	Environment	Helianthus annuus specific diagnostic allergen extract (product)	411953006	411953006	0
подушка	Environment	Pillow, device (physical object)	13855007	13855007	0
Подушки	Environment	Pillow, device (physical object)	13855007	13855007	0
Полевица побегоносная	Environment	Agrostis stolonifera diagnostic allergen extract (product)	411774001	411774001	0
полиамид	Environment	Nylon (substance)	55700001	55700001	0
Полиамидное волокно	Environment	Nylon (substance)	55700001	55700001	0
Полист	Environment	Polistes species venom specific diagnostic allergen extract (product)	411938003	411938003	0
Полынь	Environment	Sagebrush pollen (substance)	870500007	870500007	0
Полынь обыкновенная	Environment	Artemisia absinthium specific diagnostic allergen extract (product)	411945003	411945003	0
Помада	Environment	Pomade (product)	255691002	255691002	0
помет	Environment	Bird droppings (substance)	304635007	304635007	0
Помет волнистого попугайчика	Environment	Budgerigar droppings diagnostic allergen extract (product)	411565000	411565000	0
Помет голубя	Environment	Pigeon droppings diagnostic allergen extract (product)	411603002	411603002	0
Помет попугая	Environment	Bird droppings (substance)	304635007	304635007	0
Попугай	Environment	Family Psittacidae (organism), Allergy to animal protein (finding)	107101001, 717234006	107101001, 717234006	0
Попугай оперение	Environment	Parrot feathers diagnostic allergen extract (product)	411571006	411571006	0
Попугай перья	Environment	Parrot feathers diagnostic allergen extract (product)	411571006	411571006	0
Попугай помет	Environment	Bird droppings (substance)	304635007	304635007	0
Попугай сыворотка	Environment	Allergy to animal protein (finding)	717234006	717234006	0
порошок	Environment	Powder (substance)	449872003	449872003	0
Постенница	Environment	Parietaria officinalis specific diagnostic allergen extract (product)	411959005	411959005	0
Поташник	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Презерватив	Environment	Condom (physical object)	706506000	706506000	0
Презервативы	Environment	Condom (physical object)	706506000	706506000	0
Примула	Environment	Contact dermatitis caused by primrose (disorder)	586008	0	1
Прозопис	Environment	Prosopis juliflora specific diagnostic allergen extract (product)	411927003	411927003	0
Прокладки	Environment	0	0	0	3
прополис	Environment	Propolis (substance)	255970007	255970007	0
Просвирник	Environment	Family Malvaceae - mallow (organism)	107566001	107566001	0
прусак	Environment	Blatella germanica diagnostic allergen extract (product)	411800001	411800001	0
птица	Environment	Class Aves (organism)	387972009	387972009	0
пух	Environment	0	0	0	3
Пчела	Environment	Bee (organism)	28482008	28482008	0
Пшеница	Environment	Triticum (organism)	6788000	6788000	0
Пшеница посевная	Environment	Triticum (organism)	6788000	6788000	0
Пыль	Environment	Allergy to dust (finding)	390952000	0	1
Пыль молотьбы	Environment	Wood dust (substance)	64601002	64601002	0
Пыль молотьбы пшеницы	Environment	Flour dust (substance)	304627009	304627009	0
пыльца	Environment	Allergy to pollen (finding)	300910009	0	1
пыльца растений	Environment	Allergy to pollen (finding)	300910009	0	1
Пырей ползучий	Environment	Genus Pseudoroegneria (organism)	420589001	420589001	0
Райграс	Environment	Genus Lolium (organism)	73502008	73502008	0
райграс	Environment	Genus Lolium (organism)	73502008	73502008	0
Райграс пастбищный	Environment	Genus Lolium (organism)	73502008	73502008	0
Ракитник	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Рамин	Environment	Ramin dust (substance)	255707001	255707001	0
Рамин опилки	Environment	Ramin dust (substance)	255707001	255707001	0
растворитель	Environment	Solvent (substance)	61010005	61010005	0
растения	Environment	Contact dermatitis caused by plants, except food (disorder)	69999007	69999007	0
Растительный пух	Environment	0	0	0	3
Репа	Environment	Turnip (substance)	227275007	227275007	0
Репа огородная	Environment	Turnip (substance)	227275007	227275007	0
Робиния 	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Робиния лжеакация	Environment	Robinia pseudoacacia pollen (substance)	472727005	472727005	0
Рожь	Environment	Allergy to rye (finding)	418184004	0	1
Рожь посевная	Environment	Allergy to rye (finding)	418184004	0	1
Роза	Environment	Rosa L. pollen (substance)	698730007	698730007	0
Ромашка	Environment	Chamomile pollen (substance)	710902006	710902006	0
Савиназа	Environment	Allergy to protease inhibitor (finding)	713296005	0	1
Салицилат	Environment	Allergy to salicylate (finding)	293585002	0	1
Салицилаты	Environment	Allergy to salicylate (finding)	293585002	0	1
Самшит	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Самшит вечнозеленый	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Сахарный грибок	Environment	Class Saccharomycetes (organism)	426043008	426043008	0
свинка	Environment	Allergy to guinea pig dander (finding)	703928002	0	1
Свинорой	Environment	Cynodon dactylon diagnostic allergen extract (product)	411780009	411780009	0
Свинорой пальчатый	Environment	Cynodon dactylon diagnostic allergen extract (product)	411780009	411780009	0
Свинья	Environment	Sus scrofa (organism), Allergy to animal protein (finding)	78678003, 717234006	78678003, 717234006	0
Свинья сыворотка	Environment	Allergy to animal protein (finding)	717234006	717234006	0
Свинья эпителий	Environment	Pig epithelium (substance)	256420006	256420006	0
сезонность	Environment	Seasonal allergy (finding)	444316004	0	1
сезонный	Environment	Seasonal allergy (finding)	444316004	0	1
Семена клещевины	Environment	Castor bean specific diagnostic allergen extract (product)	411855003	411855003	0
Семена подсолнечника	Environment	Sunflower seed specific diagnostic allergen extract (product)	411879001	411879001	0
Семена хлопчатника	Environment	Cotton seed specific diagnostic allergen extract (product)	411857006	411857006	0
Сенная пыль	Environment	Hay dust (substance)	255703002	255703002	0
Сено	Environment	Allergy to grass pollen (finding)	418689008	0	1
Серебро	Environment	Allergy to silver nitrate (finding)	294204008	0	1
Сигареты	Environment	Cigarette (physical object)	722496004	722496004	0
Сирень обыкновенная	Environment	Lilac (organism)	256337003	256337003	0
Складской клещ	Environment	Dermatophagoides (organism)	20037001	20037001	0
Сладкий клевер	Environment	Melilotus alba (organism)	31910001	31910001	0
Слепень	Environment	Tabanus species diagnostic allergen extract (product)	411811009	411811009	0
Смазка	Environment	Grease (substance)	13524005	13524005	0
смола	Environment	Tree resin (substance)	256305004	256305004	0
Собака	Environment	Family Canidae (organism), Allergy to animal protein (finding)	106969009, 717234006	106969009, 717234006	0
Собака шерсть	Environment	Allergy to wool (finding)	425605001	425605001	0
Собака эпителий	Environment	Dog epithelium diagnostic allergen extract (product)	411583008	411583008	0
солнечные лучи	Environment	Light emitted by the sun (physical force)	49926000	49926000	0
Солнце	Environment	Light emitted by the sun (physical force)	49926000	49926000	0
Соломенная пыль	Environment	Hay dust (substance)	255703002	255703002	0
Солярий	Environment	0	0	0	3
Сорго алеппское	Environment	Genus Sorghum (organism)	6079003	6079003	0
сорная трава	Environment	Allergy to weed pollen (finding)	419210001	0	1
Сосна	Environment	Pinus radiata specific diagnostic allergen extract (product)	411923004	411923004	0
Сосна  опилки	Environment	Allergy to wood dust (finding)	782552007	782552007	0
Сосна итальянская	Environment	Pinus radiata specific diagnostic allergen extract (product)	411923004	411923004	0
Сосна обыкновенная	Environment	Pinus radiata specific diagnostic allergen extract (product)	411923004	411923004	0
спиртовой дезинфектор	Environment	Disinfectant (substance)	311942001	311942001	0
сплав	Environment	Metallic alloy (substance)	56427006	56427006	0
сплав железа	Environment	Metallic alloy (substance)	56427006	56427006	0
Спорыш	Environment	0	0	0	3
средство для мытья посуды	Environment	Dishwashing liquid (substance)	311909002	311909002	0
средство от ожогов	Environment	0	0	0	3
средство от солнечных ожогов	Environment	0	0	0	3
стекловата	Environment	Glass (substance)	32039001	32039001	0
Стиральный порошок	Environment	0	0	0	3
Сульфаниламиды	Environment	Allergy to sulfonamide (finding)	91939003	0	1
Сумчатый грибок	Environment	Genus Ascomycetes (organism), Allergy to fungus (finding)	707133001, 703934009	707133001, 703934009	0
Сыворотка волнистого попугайчика	Environment	Budgerigar serum proteins diagnostic allergen extract (product)	411566004	411566004	0
Сырость	Environment	Damp environment (environment)	224784004	224784004	0
Табак	Environment	Tobacco (substance)	39953003	39953003	0
Табачная пыль	Environment	Vitreous pigment cells (finding)	421693007	421693007	0
Тальк	Environment	Talc (substance)	1557002	1557002	0
Танин	Environment	Tannic acid (substance)	41412001	41412001	0
Таракан	Environment	Cockroach (organism)	14241002	14241002	0
таракан (прусак)	Environment	Blatella germanica diagnostic allergen extract (product)	411800001	411800001	0
Таракан американский	Environment	Periplaneta americana diagnostic allergen extract (product)	411808008	411808008	0
Таракан черных	Environment	Blatta orientalis diagnostic allergen extract (product)	411801002	411801002	0
Таракан-прусак	Environment	Blatella germanica diagnostic allergen extract (product)	411800001	411800001	0
Таракан	Environment	Cockroach (organism)	14241002	14241002	0
таяние снега	Environment	Snow (substance)	263874004	263874004	0
текстиль	Environment	Textiles (physical object)	256245006	256245006	0
Тимофеевка	Environment	Phleum pratense diagnostic allergen extract (product)	411790001	411790001	0
Тимофеевка луговая	Environment	Phleum pratense diagnostic allergen extract (product)	411790001	411790001	0
Тисс	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Тисс ягодный	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Ткань	Environment	Cloth (physical object)	81293006	81293006	0
Толуилендиизоцианат	Environment	Toluene-2-4-diisocyanate (substance)	20564006	20564006	0
Толуилендиизоцианат ТДИ	Environment	Toluene-2-4-diisocyanate (substance)	20564006	20564006	0
Тополь	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Тополь опилки	Environment	Allergy to wood dust (finding)	782552007	782552007	0
Тополь пирамидальный	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
трава	Environment	Allergy to grass pollen (finding)	418689008	0	1
травы	Environment	Allergy to grass pollen (finding)	418689008	0	1
Трагакант	Environment	Tragacanth (substance)	68524009	68524009	0
Трагакантовая камедь	Environment	Astragalus species diagnostic allergen extract (product)	411631006	411631006	0
Тримеллитовый ангидрид	Environment	Trimellitic anhydride (substance)	27119002	27119002	0
тростник	Environment	Common reed pollen (substance)	260091002	260091002	0
Тростник обыкновенный	Environment	Common reed pollen (substance)	260091002	260091002	0
Тутовый шелкопряд	Environment	Bombyx mori diagnostic allergen extract (product)	411803004	411803004	0
Тюльпан	Environment	Tulipa (organism)	78213009	78213009	0
удобрение	Environment	Fertilizer (substance)	116517003	116517003	0
удобрение СХ	Environment	Fertilizer (substance)	116517003	116517003	0
укус	Environment	Allergic reaction caused by insect bite and/or insect sting (disorder)	871927008	871927008	0
укус насекомого	Environment	Allergic reaction caused by insect bite (disorder)	871920005	0	1
укус скорпиона	Environment	Allergy to scorpion venom (finding)	422921000	422921000	0
Утиные перья	Environment	Duck feathers diagnostic allergen extract (product)	411581005	411581005	0
Утка	Environment	Genus Anas (organism), Allergy to animal protein (finding)	396620009, 717234006	396620009, 717234006	0
Утка оперение	Environment	Duck feathers diagnostic allergen extract (product)	411581005	411581005	0
Утка перья	Environment	Duck feathers diagnostic allergen extract (product)	411581005	411581005	0
Утка помет	Environment	Bird droppings (substance)	304635007	304635007	0
Фенилендиамин	Environment	p-phenylenediamine (substance)	42464005	42464005	0
Фикус	Environment	Ficus carica diagnostic allergen extract (product)	411689000	411689000	0
Финиковая пальма	Environment	Canary island date palm pollen (substance)	710730004	710730004	0
Фитопатогенный грибок	Environment	Allergy to fungus (finding)	419263009	419263009	0
Форзиция	Environment	Tannerella forsythia (organism)	420048009	420048009	0
форина	Environment	0	0	0	3
Формальдегид	Environment	Allergy to formaldehyde (finding)	294426006	0	1
Фосфолипаза	Environment	Phospholipase (substance)	304245003	304245003	0
Фрезия	Environment	0	0	0	3
Фталевый ангидрид	Environment	Phthalic anhydride (substance)	77249007	77249007	0
Фуксия	Environment	0	0	0	3
химикат	Environment	Chemical (substance)	441900009	441900009	0
химия	Environment	0	0	0	3
Хлебная плесень	Environment	Bread (substance), Allergy to mold (finding)	226559002, 419474003	226559002, 419474003	0
Хлопковое волокно	Environment	Cotton - textile (physical object)	256246007	256246007	0
Хлопок	Environment	Gossypium (organism)	51627003	51627003	0
Хлопок необработанный	Environment	Gossypium (organism)	51627003	51627003	0
Хлопок обработанный	Environment	Gossypium (organism)	51627003	51627003	0
хлор	Environment	Chlorine (substance)	29276003	29276003	0
Хлор содержащее средство	Environment	Product containing chlorine and chlorine compound (product)	768765001	768765001	0
Хлор содержащие средства	Environment	Product containing chlorine and chlorine compound (product)	768765001	768765001	0
Хлорамин	Environment	Monochloramine (substance)	609384004	609384004	0
Хлорка	Environment	Chlorine (substance)	29276003	29276003	0
хлорные растворы	Environment	Product containing chlorine and chlorine compound (product)	768765001	768765001	0
Хмель	Environment	Humulus lupulus (organism)	70891004	70891004	0
Хна	Environment	Allergic reaction caused by hair dye (disorder)	473104002	473104002	0
Холод	Environment	Cold air (substance)	256234008	256234008	0
холодовая аллергия	Environment	Cold sensation quality (qualifier value), Allergic disposition (finding)	84162001, 609328004	84162001, 609328004	0
Хомяк	Environment	Subfamily Cricetinae (organism), Allergy to animal protein (finding)	392390005, 717234006	392390005, 717234006	0
Хризантема	Environment	Chrysanthemum (organism)	256334005	256334005	0
Хризантема посевная	Environment	Chrysanthemum (organism)	256334005	256334005	0
цветение	Environment	Allergy to plant fiber (finding)	703926003	703926003	0
цветение растений	Environment	Allergy to plant fiber (finding)	703926003	703926003	0
цветы	Environment	Flowers (substance)	16719004	16719004	0
цемент	Environment	Cement (qualifier value)	419202002	419202002	0
Циклахена	Environment	0	0	0	3
Черешня	Environment	Allergy to cherry (finding)	418051002	0	1
Чернобыльник	Environment	Allergy to tree pollen (finding)	419263009	419263009	0
Шампунь	Environment	Shampoo (substance)	255698008	255698008	0
Шелк	Environment	Silk (substance)	412156001	412156001	0
Шелк	Environment	Silk (substance)	412156001	412156001	0
Шелковица	Environment	Morus alba specific diagnostic allergen extract (product)	411920001	411920001	0
шелкопряд	Environment	Bombyx mori (organism)	56535007	56535007	0
Шерсть	Environment	Allergy to wool (finding)	425605001	0	1
шерсть животного	Environment	Allergy to wool (finding)	425605001	0	1
шерсть животных	Environment	Allergy to wool (finding)	425605001	0	1
Шерсть кошки	Environment	Allergy to animal hair (finding)	300911008	300911008	0
Шерсть кролика	Environment	Allergy to animal hair (finding)	300911008	300911008	0
Шерсть морской свинки	Environment	Allergy to animal hair (finding)	300911008	300911008	0
Шерсть овцы	Environment	Allergy to animal hair (finding)	300911008	300911008	0
Шерсть собаки	Environment	Allergy to animal hair (finding)	300911008	300911008	0
Шерсть хомяка	Environment	Allergy to animal hair (finding)	300911008	300911008	0
Шершень	Environment	Hornet (organism)	37788004	37788004	0
Шиншилла	Environment	Chinchilla lanigara (organism), Allergy to animal protein (finding)	392182001, 717234006	392182001, 717234006	0
Шиншилла шерсть	Environment	Allergy to animal hair (finding)	300911008	300911008	0
шмель	Environment	Allergy to insect protein (finding)	716187007	716187007	0
Щавелек	Environment	Rumex (organism)	17272006	17272006	0
Щавель	Environment	Rumex (organism)	17272006	17272006	0
щелочь	Environment	Alkali (substance)	63813000	63813000	0
Ширица 	Environment	Amaranthus palmeri pollen (substance)	698727000	698727000	0
Щирица запрокинутая	Environment	Amaranthus palmeri pollen (substance)	698727000	698727000	0
Эвкалипт	Environment	Eucalyptus species specific diagnostic allergen extract (product)	411912003	411912003	0
эпидермальный аллерген	Environment	Allergy to animal protein (finding)	717234006	717234006	0
эпидермис	Environment	Epidermis structure (body structure)	55988001	55988001	0
эпителий	Environment	Epithelium (body structure)	31610004	31610004	0
Эпителий козы	Environment	Goat epithelium diagnostic allergen extract (product)	411587009	411587009	0
Эпителий кошки	Environment	Cat epithelium (substance), Allergy to animal protein (finding)	256409006, 717234006	256409006, 717234006	0
Эпителий кролика	Environment	Rabbit epithelium diagnostic allergen extract (product)	411594007	411594007	0
Эпителий крыс	Environment	Rat epithelium diagnostic allergen extract (product)	411595008	411595008	0
Эпителий морской свинки	Environment	Guinea pig epithelium diagnostic allergen extract (product)	411589007	411589007	0
Эпителий мыши	Environment	Mouse epithelium diagnostic allergen extract (product)	411592006	411592006	0
Эпителий овцы	Environment	Sheep epithelium diagnostic allergen extract (product)	411597000	411597000	0
Эпителий свиньи	Environment	Pig epithelium (substance)	256420006	256420006	0
Эпителий собаки	Environment	Dog epithelium diagnostic allergen extract (product)	411583008	411583008	0
Эпителий хомяка	Environment	Hamster epithelium diagnostic allergen extract (product)	411590003	411590003	0
Эпителий шиншиллы	Environment	Chinchilla epithelium diagnostic allergen extract (product)	411577005	411577005	0
эпоксидная смола	Environment	Epoxy resin (substance)	65345002	65345002	0
этилен	Environment	Ethylene (substance)	53246002	53246002	0
Этиленоксид	Environment	Ethylene oxide (substance)	14006006	14006006	0
Юкка	Environment	Yucca (substance)	719959000	719959000	0
яд	Environment	Allergic reaction caused by venom (disorder)	282093000	0	1
Яд осы	Environment	Allergy to wasp venom (finding)	423058007	0	1
Яд осы германской	Environment	Allergy to wasp venom (finding)	423058007	0	1
Яд осы петнистой	Environment	Allergy to wasp venom (finding)	423058007	0	1
Яд пчелы	Environment	Allergy to bee venom (finding)	424213003	0	1
Яд пчелы медоносной	Environment	Allergy to honey bee venom (finding)	1,62E+16	0	1
Яд шерешня обыкновенного	Environment	Hornet venom (substance)	288326000	288326000	0
Яд шмеля	Environment	Bumble bee venom (substance)	288460008	288460008	0
Японский кедр	Environment	Japanese cedar pollen (substance)	260130000	260130000	0
Ясень	Environment	Ash pollen (substance)	256266003	256266003	0
Ясень обыкновенный	Environment	Ash pollen (substance)	256266003	256266003	0
Ясень опилки	Environment	Allergy to wood dust (finding)	782552007	782552007	0
Ячмень	Environment	Allergy to barley (finding)	712841000	0	1
Ячмень дикий заячий	Environment	Allergy to barley (finding)	712841000	0	1
Ячмень обыкновенный	Environment	Allergy to barley (finding)	712841000	0	1
